,Title,published_date,views,likes,favouriteCount,comments,Month
387,Maddam Sir - Ep 639 & Ep 640 - RECAP - मैड्डम सर,2022-10-26,213324,2666,0,28,Oct
388,NEW! Maddam Sir - Ep 640 - 24 Oct 2022 - Teaser,2022-10-24,1038780,16794,0,326,Oct
389,Ali Baba Dastaan-e-Kabul - Ep 52 & Ep 53 - RECAP - अली बाबा - दास्तान-ए-काबुल,2022-10-23,185522,2983,0,28,Oct
390,Bhide ने क्यों मांगी Ajay Devgn से माफी | Taarak Mehta Ka Ooltah Chashmah,2022-10-22,529231,6509,0,71,Oct
391,Ali Baba - Dastaan-e-Kabul - Ep 51 | Sneak Peek | अली बाबा - दास्तान-ए-काबुल,2022-10-21,19803,444,0,7,Oct
392,NEW! Ali Baba - Dastaan-e-Kabul - Ep 51 - 19 Oct 2022 - Teaser,2022-10-19,599057,10996,0,144,Oct
393,NEW! Pushpa Impossible - Ep 113 - 17 Oct 2022 - Teaser,2022-10-17,129672,1599,0,19,Oct
394,Weekly Reliv - Taarak Mehta Ka Ooltah Chashmah - Episodes 3579 - 3584 | 3 Oct 2022 To 8 Oct 2022,2022-10-16,186543,2342,0,75,Oct
395,Taarak Mehta Ka Ooltah Chashmah - तारक मेहता - Ep 3590 - Coming Up Next,2022-10-14,67348,1879,0,37,Oct
396,किसके लिए Gift लेकर इंतज़ार कर रहा है Jethalal?| Taarak Mehta Ka Ooltah Chashmah,2022-10-13,950764,10670,0,107,Oct
397,NEW! Wagle Ki Duniya - Ep 477 - 11 Oct 2022 - Teaser,2022-10-11,72899,770,0,18,Oct
398,Maddam Sir - Ep 625 & Ep 626 - RECAP - मैड्डम सर,2022-10-09,177018,2611,0,22,Oct
399,Karishma SIngh और Haseena Mallik हुई एक दूसरे के Against | Maddam Sir,2022-10-08,184024,2017,0,32,Oct
